name,city,state,url,img_url,mascot
Frostburg State University,Frostburg,MD,www.frostburg.edu,http://dru-cdn.zipcar.com/sites/default/files/landing-pages/fsulogored.jpg,Bobcats
George Mason University,Fairfax,VA,www.gmu.edu,http://brand.gmu.edu/wp-content/uploads/assets/primarylogo/PC/GMURGB.jpg,Patriots
"George Washington University, The",Washington,DC,www.gwu.edu,https://creativeservices.gwu.edu/sites/creativeservices.gwu.edu/files/downloads/gw_ahz_4cp_pos.png,Buffs
Georgetown University,Washington,DC,www.georgetown.edu,https://qatar.sfs.georgetown.edu/sites/default/files/georgetownlogo.png,Hoyas
Harvard University,Cambridge,MA,www.harvard.edu/,https://seeklogo.com/images/H/harvard-university-logo-63E7093ACF-seeklogo.com.jpg,Pilgrims
Heidelberg University,Tiffin,OH,www.heidelberg.edu,http://www.bestvaluecolleges.org/files/nominees/dcfcf1216133be71098fa6550e5d8afe1.jpg,The Student Princes
High Point University,High Point,NC,www.highpoint.edu,https://upload.wikimedia.org/wikipedia/en/1/10/High_Point_University_logo.png,Panthers
Hiram College,Hiram,OH,WWW.HIRAM.EDU,http://olneyfriends.org/wp-content/uploads/2015/07/Hiram-College-Logo.jpg,Terriers
Hood College,Frederick,MD,www.hood.edu,https://s3.amazonaws.com/localstaffing-resources/images/college_logos/hood-college.png,Blazers
Howard University,Washington,DC,www.howard.edu,http://undergraduatestudies.howard.edu/images/site/hu-tower.png,Bison
Indiana University - Purdue University Fort Wayne,Fort Wayne,IN,www.ipfw.edu,https://www.purdue.edu/brand/images/logos/graphic-purdueLogoUsage.jpg,Boilermakers
Indiana University Bloomington,Bloomington,IN,www.iu.edu,https://bison.usgs.gov/ipt/logo.do?r=indianauniv-hemlocks-under1000m2-2005-2013,Hoosiers
James A Rhodes State College,Lima,OH,www.RhodesState.edu,http://ohiocommunitycolleges.org/wp-content/uploads/2014/09/rhodesstate.jpg,Barons
John Brown University,Siloam Springs,AR,www.jbu.edu,https://upload.wikimedia.org/wikipedia/en/e/ea/John_Brown_University_stacked_logo.png,Golden Eagles
John Carroll University,University Heights,OH,www.jcu.edu,https://microsites.jcu.edu/sportsstudies/images/Logo.png,Blue Streaks
Johns Hopkins University,Baltimore,MD,www.jhu.edu,http://www.underconsideration.com/brandnew/archives/jhu_new_logo_large.gif,Blue Jays
Kalamazoo College,Kalamazoo,MI,www.kzoo.edu,https://www.collegetransitions.com/wp-content/uploads/2015/12/kalamazoo_2.png,Hornets
Kent State University,Kent,OH,www.kent.edu,https://s3.amazonaws.com/undeniable.kent.edu/files/kent_state_university_stacked_2-color.png,Golden Flashes
Kenyon College,Gambier,OH,www.kenyon.edu/,http://ccojubilee.org/am-site/media/kenyonlogoweb.png,Lords and Ladies
Kettering College,Kettering,OH,kcma.edu,https://www.universities.com/assets/site/logos/kettering-college-logo-10608.jpg,Bulldogs
Kettering University,Flint Township,MI,WWW.KETTERING.EDU,https://www.google.com/search?q=Kettering+University&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiD8ov94LbUAhUK3IMKHYrCC1MQ_AUIDCgD&biw=1440&bih=759#imgrc=V6aksk8jNzSKAM:,Bulldogs
Lehigh University,Bethlehem,PA,www.lehigh.edu,https://studysoup.com/assets/school_logos/lehigh-university-fe207f947d87f4a16bcca50eccc4453c.svg,Mountain Hawks
Lewis & Clark College,Portland,OR,www.lclark.edu/,http://futuralia.fil.pt/wp-content/uploads/studyabroad/horizontal-blue-red-3c.jpg,Warriors
Louisiana State University and A&M College,Baton Rouge,LA,www.lsu.edu,http://www.findthatlogo.com/wp-content/gallery/louisiana-state-university-logos/louisiana-state-university-logo.jpg,Tigers
Louisiana State University at Alexandria,Alexandria,LA,www.lsua.edu,http://www.findthatlogo.com/wp-content/gallery/louisiana-state-university-logos/louisiana-state-university-logo.jpg,Tigers
Louisiana State University at Eunice,Eunice,LA,www.lsue.edu,http://www.findthatlogo.com/wp-content/gallery/louisiana-state-university-logos/louisiana-state-university-logo.jpg,Tigers
Louisiana State University at Shreveport,Shreveport,LA,www.lsus.edu/,http://www.findthatlogo.com/wp-content/gallery/louisiana-state-university-logos/louisiana-state-university-logo.jpg,Tigers
Louisiana Tech University,Ruston,LA,www.latech.edu,https://www.higheredjobs.com/images/AccountImages/972_1.jpg,Bulldogs
Lourdes University,Sylvania,OH,www.lourdes.edu,http://www.lourdes.edu/wp-content/uploads/2015/12/LourdesUniversityLogo-300x259.jpg,Grey Wolves
Loyola Marymount University,Los Angeles,CA,www.lmu.edu,https://upload.wikimedia.org/wikipedia/en/9/91/Loyola_Marymount_Seal_Colored.png,Lions
Loyola University Maryland,Baltimore,MD,www.loyola.edu,https://pbs.twimg.com/profile_images/495215958370177025/1cpcvkBD.jpeg,Greyhounds
Lyon College,Batesville,AR,www.lyon.edu,http://entry.inspironlogistics.com/lyon/logo.jpg,Scots
Malone University,Canton,OH,www.malone.edu,https://www.malone.edu/images/logo-schema.png,Pioneers
Marietta College,Marietta,OH,www.marietta.edu,http://www.marietta.edu/sites/default/files/images/mc_brand_guide_faux_seal.png,Pioneers
Marymount University,Arlington,VA,www.marymount.edu,https://www.cappex.com/assets/c-232706/logos/marymount-university_2016-10-04_12-32-58.904.jpg,Saints
Miami University,Oxford,OH,www.muohio.edu,http://www.users.miamioh.edu/cristto/Miami_logo.jpg,Red Hawks
Michigan State University,East Lansing,MI,www.msu.edu,https://storage.googleapis.com/media.mwcradio.com/cache-v2/1f/37/1f376a06276621c3d0e3e95945b62c7d.jpg,Sparatans
Mississippi State University,Mississippi State,MS,www.msstate.edu/,http://www.opa.msstate.edu/identity/images/msstate-maroon.png,Bulldogs
Mississippi Valley State University,Itta Bena,MS,www.mvsu.edu,https://upload.wikimedia.org/wikipedia/en/2/28/Mississippi_Valley_State_Univ._seal.png,Devils
Missouri State University,Springfield,MO,www.missouristate.edu,http://missouristate.info/images/2010/homepage/logo.png,Bears
Missouri State University - West Plains,West Plains,MO,www.wp.smsu.edu/,http://missouristate.info/images/2010/homepage/logo.png,Bears
Montana State University - Billings,Billings,MT,www.msubillings.edu,https://flagspot.net/images/u/us_u_mts2.gif,Bobcats
Montana State University - Bozeman,Bozeman,MT,www.montana.edu/,https://flagspot.net/images/u/us_u_mts2.gif,Bobcats
Montana State University - Great Falls College of Technology,Great Falls,MT,www.msugf.edu,https://flagspot.net/images/u/us_u_mts2.gif,Bobcats
Montana State University - Northern,Havre,MT,www.msun.edu,https://flagspot.net/images/u/us_u_mts2.gif,Bobcats
Montgomery College,Rockville,MD,www.montgomerycollege.edu,https://images.efollett.com/htmlroot/images/templates/storeLogos/CA/1531.gif,Raptors
Morehead State University,Morehead,KY,www.moreheadstate.edu,http://s3.amazonaws.com/libapps/accounts/13679/images/msu_logo_text.jpg,Eagle
Morgan State University,Baltimore,MD,www.morgan.edu,http://www.morgan.edu/toolkit/logos/assets/new-MSUTall-Color.jpg,Bears
Mount Vernon Nazarene University,Mount Vernon,OH,www.mvnu.edu,https://calculator.mvnu.edu/images/Home_Logo.jpg,Cougars
Muskingum University,New Concord,OH,www.muskingum.edu,http://odk.org/wp-content/uploads/2014/05/muskingum.jpg,Muskies
Norfolk State University,Norfolk,VA,www.nsu.edu,https://www.nsu.edu/Assets/websites/psychology/cyberpsychology/NSU-logo.png,Spartans
North Carolina State University,Raleigh,NC,www.ncsu.edu,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/NC_State_Seal.svg/1200px-NC_State_Seal.svg.png,Wolfpack
Northwest Missouri State University,Maryville,MO,www.nwmissouri.edu,http://www.nwmissouri.edu/marketing/images/design/logos/N60-2Stack-G.png,Bearcats
Oberlin College,Oberlin,OH,www.oberlin.edu,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Formal_Seal_of_Oberlin_College%2C_Oberlin%2C_OH%2C_USA.svg/1200px-Formal_Seal_of_Oberlin_College%2C_Oberlin%2C_OH%2C_USA.svg.png,Albino Squirrels
Ohio Dominican University,Columbus,OH,www.ohiodominican.edu,https://www.qualys.com/asset/image/logo/ohio-dominican-university-380.png,Panthers
Ohio Northern University,Ada,OH,www.onu.edu/,http://thecourier.com/wp-content/uploads/2016/02/OhioNorthernLogo-1.jpg,Polar Bears
Ohio State University,Columbus,OH,www.osu.edu,https://www.osu.edu/assets/web/logo-web/TheOhioStateUniversity-Stacked.jpg,Buckeyes
Ohio University - Main Campus,Athens,OH,www.ohio.edu,https://www.ohio.edu/ucm/brand-center/toolkit/Downloads/images/ohioLogo-stacked_fc-copy_1.png,Bobcats
Oklahoma State University,Stillwater,OK,pio.okstate.edu,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Oklahoma_State_University_Seal.svg/1024px-Oklahoma_State_University_Seal.svg.png,Cowboys
Oklahoma State University - Oklahoma City,Oklahoma City,OK,www.osuokc.edu,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Oklahoma_State_University_Seal.svg/1024px-Oklahoma_State_University_Seal.svg.png,Cowboys
Old Dominion University,Norfolk,VA,www.odu.edu,http://www.cs.odu.edu/~ayaseen/pictures/odu_logo.gif,Big Blue
Olivet College,Olivet,MI,www.olivetcollege.edu,https://www.olivetcollege.edu/wp-content/uploads/2014/08/olivet-img.jpg,Comets
Olivet University,Anza,CA,www.olivetuniversity.edu,http://graduate.olivet.edu/sites/all/themes/olivet/logo.png,Tigers
Oregon State University,Corvallis,OR,oregonstate.edu,http://communications.oregonstate.edu/sites/communications.oregonstate.edu/files/logo_websitetag.png,Beavers
Otterbein University,Westerville,OH,www.otterbein.edu,https://upload.wikimedia.org/wikipedia/en/6/67/Otterbein_University_logo.png,Cardinals
Pepperdine University,Malibu,CA,www.pepperdine.edu/,https://community.pepperdine.edu/imc/images/brand/pep-uni.jpg,Waves
Roanoke College,Salem,VA,www.roanoke.edu,https://www.roanoke.edu/ui/images/logo-footer-mobile.png,Maroons
"Rutgers, The State University of New Jersey",New Brunswick,NJ,www.rutgers.edu/,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Rutgers_University_with_the_state_university_logo.svg/2000px-Rutgers_University_with_the_state_university_logo.svg.png,Scarlet Knights
Shawnee State University,Portsmouth,OH,WWW.SHAWNEE.EDU,https://www.collegeatlas.org/wp-content/uploads/2014/04/shawnee-state-university.gif,Bears
South Carolina State University,Orangeburg,SC,www.scsu.edu,https://images.efollett.com/htmlroot/images/templates/storeLogos/CA/035.gif,Bulldogs
South Dakota State University,Brookings,SD,www3.sdstate.edu,https://s-media-cache-ak0.pinimg.com/originals/54/64/27/546427dcb3f689f55a92d23561b08f26.jpg,Jack Rabbits
Southeast Missouri State University,Cape Girardeau,MO,WWW.SEMO.EDU,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Southeast_Missouri_State_Redhawks_logo.svg/1200px-Southeast_Missouri_State_Redhawks_logo.svg.png,Red Hawks
Suffolk University,Boston,MA,www.suffolk.edu,https://d1l2atlc7o8lye.cloudfront.net/college_logos/400x225/suffolk-university_mini.jpg,Rams
Sweet Briar College,Sweet Briar,VA,www.sbc.edu,http://prsahr.org/images/sweet-briar-college_.jpg,Vixens
Syracuse University,Syracuse,NY,www.syr.edu/,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/Syracuse_University_logo.jpg,Orange
Tennessee State University,Nashville,TN,www.tnstate.edu,http://www.factorydirectmodels.com/wp-content/uploads/fdm_gallery/1408515277_texas_christian_university_60097l1_3797.jpg,Horned Frogs
Tennessee Wesleyan University,Athens,TN,www.twcnet.edu,https://portal.tnwesleyan.edu/ICS/icsfs/mm/tnwlogo_cropped_trans.png?target=77961318-bd85-4c64-bc74-e626a5ef3695,Bulldogs
Texas A&M University,College Station,TX,www.tamu.edu,http://iqse.tamu.edu/images/TAM-Stack.png,Aggies
Texas Southern University,Houston,TX,www.tsu.edu,https://upload.wikimedia.org/wikipedia/en/b/b0/Texas_Southern_University_seal.png,Tigers
The University of Alabama,Tuscaloosa,AL,www.ua.edu/,https://s-media-cache-ak0.pinimg.com/originals/d0/d6/ff/d0d6ff7268fb65ea7f5fef6ac0ba4b0c.jpg,Crimson Tide
The University of Findlay,Findlay,OH,www.findlay.edu/,http://seem.findlay.edu/backend/uf-2016-logo-on-alpha-380-x-140.png,Oilers
The University of Montana,Missoula,MT,www.umt.edu,https://www.umt.edu/images/affiliate_logos/UMLogoMaroon.jpg,Bears
The University of Tampa,Tampa,FL,www.ut.edu,http://www.ut.edu/uploadedImages/Siteroot_Resources/Global_Settings/logo@3x.png,Spartans
The University of Tennessee - Knoxville,Knoxville,TN,www.tennessee.edu,https://www.utk.edu/assets/css/png/header-logo.png,Volunteers
The University of Texas at Arlington,Arlington,TX,www.uta.edu,http://brand.utexas.edu/sites/default/files/image-link/RGB_university_primary_stacked.png,Longhorns
Tiffin University,Tiffin,OH,www.tiffin.edu,https://images.efollett.com/htmlroot/images/templates/storeLogos/CA/1496.gif,Dragons
Towson University,Towson,MD,www.towson.edu,http://cms.montgomerycollege.edu/assets/0/2345/2346/4043/4c286516-b737-4d2c-87ed-d8119467bc92.jpg,Tigers
Trinity Washington University,Washington,DC,www.trinitydc.edu,https://upload.wikimedia.org/wikipedia/en/f/f6/Logo-Trinity-Washington-University.jpg,Tigers
Tufts University,Medford,MA,www.tufts.edu,http://communications.tufts.edu/wp-content/uploads/tufts-logo-univ-blue.png,Jumbos
Tulane University,New Orleans,LA,www.tulane.edu,http://communications.tulane.edu/sites/g/files/rdw811/f/wordmark2color.jpeg,Pelicans
Tuskegee University,Tuskegee,AL,www.tuskegee.edu,https://www.cappex.com/assets/c-102377/logos/2010-09-08_08-06-14.529.gif,Golden Tigers
United States Naval Academy,Annapolis,MD,www.usna.edu,https://www.usna.edu/_files/images/aboutusna/usna-seal.png,Goats
University of Akron,Akron,OH,www.uakron.edu,https://www.uakron.edu/im/resources/brand/images/jan2017/UAWordmark_blue.png,Zips
University of Alabama at Birmingham,Birmingham,AL,www.uab.edu,https://hoopdirt.com/wp-content/uploads/2016/04/uab-logo.gif,Blazers
University of Alaska Anchorage,Anchorage,AK,www.uaa.alaska.edu,https://www.alaska.edu/files/opa/color.jpg,Nanooks
University of Arizona,Tucson,AZ,www.arizona.edu,https://media.licdn.com/mpr/mpr/shrink_200_200/p/4/005/052/0e5/023b952.png,Wildcats
University of Arkansas,Little Rock,AR,www.ualr.edu,http://logo.uark.edu/graphic-identity/logos-and-wordmarks/downloads/UA_Logo.jpg,Razorbacks
University of Baltimore,Baltimore,MD,www.ubalt.edu,http://www.ubalt.edu/about-ub/offices-and-services/marketing-and-creative-services/resources/style-guide/graphic-identity-guide/images/UB_Logo_V_Blue.png,Bees
University of California - Davis,Davis,CA,www.ucdavis.edu,https://swicklab.files.wordpress.com/2014/08/uc-davis-logo-blue1.png,Aggies
"University of California, Berkeley",Berkeley,CA,www.berkeley.edu,http://pnptc.s3.amazonaws.com/wp-content/uploads/2015/08/berkeleylogo.jpg,Bears
University of Central Florida,Orlando,FL,www.ucf.edu/,https://s-media-cache-ak0.pinimg.com/originals/19/ff/ce/19ffce8b4ffb3e4952bf8c6aad54817f.jpg,Knights
University of Charleston,Charleston,WV,www.ucwv.edu,http://app.readmedia.com/letterheads/view/3207,Golden Eagles
University of Chicago,Chicago,IL,WWW.UCHICAGO.EDU,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/University_of_Chicago_logo.svg/1280px-University_of_Chicago_logo.svg.png,Phoenix
University of Cincinnati,Cincinnati,OH,www.uc.edu,http://www.uc.edu/ucomm/brand/jcr%3Acontent/MainContent/responsiveparsys/1476127743557/image/image.img.png/1476129119847.png,Bearcats
University of Colorado at Boulder,Boulder,CO,www.colorado.edu,http://www.cu.edu/sites/all/themes/cu/logo.png,Buffalos
University of Colorado at Colorado Springs,Colorado Springs,CO,www.uccs.edu,http://www.cu.edu/sites/all/themes/cu/logo.png,Buffalos
University of Colorado Denver,Aurora,CO,www.cudenver.edu,http://www.cu.edu/sites/all/themes/cu/logo.png,Buffalos
University of Connecticut,Storrs,CT,www.uconn.edu,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_Connecticut_logo.jpg,Huskies
University of Dallas,Irving,TX,www.udallas.edu,https://specials-images.forbesimg.com/imageserve/559ae73ae4b05c2c3431b247/300x300.jpg?fit=scale&background=000000,Golden Crusaders
University of Dayton,Dayton,OH,www.udayton.edu,http://cultureworks.org/wp-content/uploads/2012/10/UDLogochapelcolor.jpg,Flyers
University of Delaware,Newark,DE,www.udel.edu,https://careers.insidehighered.com/getasset/17f0f44d-496b-4f5c-9230-9fb61c2de2f3/,Blue Hens
University of Denver,Denver,CO,www.du.edu,http://www.du.edu/marcomm/assets/images/UniversityOfDenver-Signature.jpg,Pioneers
University of Florida,Gainesville,FL,www.ufl.edu/,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Florida_logo.svg/2000px-University_of_Florida_logo.svg.png,Gators
University of Georgia,Athens,GA,www.uga.edu,http://www.uga.edu/assets/img/GEORGIA-V-FC.png,Bulldogs
University of Hawaii at Manoa,Honolulu,HI,www.manoa.hawaii.edu,http://manoa.hawaii.edu/confuciusinstitute/wp-content/uploads/2017/03/manoaseal_transparent.png,Rainbow Warriors
University of Houston,Houston,TX,www.uh.edu,http://www.isiahfactor.com/wp-content/uploads/2014/11/wpid-wp-1415999789960.png,Cougars
University of Idaho,Moscow,ID,www.uidaho.edu,http://www.commonapp.org/files/styles/400-y/public/school/logo/Homepage_IDAHO_ui-logo.jpg?itok=dofqwDhR,Vandals
University of Illinois,Champaign,IL,www.uiuc.edu/,https://bigtenrentals.com/wp-content/uploads/2015/05/University-of-Illinois-logo.gif,Illini
University of Iowa,Iowa City,IA,www.uiowa.edu,https://brand.uiowa.edu/sites/brand.uiowa.edu/files/primary_dome_and_wordmark_ffcd00.png,Hawkeyes
University of Kansas,Lawrence,KS,www.ku.edu,https://www.ku.edu/assets/ku-template/images/logo.png,Jayhawks
University of Kentucky,Lexington,KY,www.uky.edu,http://www.kentucky.com/news/local/education/acd31b/picture50951895/alternates/FREE_640/Old%20UK%20logo,Wildcats
University of Louisville,Louisville,KY,www.louisville.edu,https://seeklogo.com/images/U/university-of-louisville-cardinals-logo-BFCAFCCF9B-seeklogo.com.gif,Cardinals
University of Maine,Orono,ME,www.umaine.edu/,http://www.nextstepmaine.org/wp-content/uploads/University-of-Maine-Orono_avatar_1382558876.jpg,Bears
University of Mary Washington,Fredericksburg,VA,www.umw.edu,https://signup.mypaymentplan.com/InstaFACTS/ecashier/images/univofmarywash.gif,Eagles
University of Maryland - College Park,College Park,MD,www.umd.edu,https://brand.umd.edu/trademarks/marks/gr/primary2.gif,Terapins
University of Massachusetts Amherst,Amherst,MA,www.umass.edu,https://s-media-cache-ak0.pinimg.com/originals/9e/54/ba/9e54ba4ed1e39b3a292687e2668efd8a.jpg,Minutemen
University of Memphis,Memphis,TN,www.memphis.edu,http://www.memphis.edu/logo/images/download/uofmpreferred1crgb.png,Tigers
University of Miami,Coral Gables,FL,www.miami.edu/,http://cdn.miami.edu/_assets-common/images/system/um-print-logo.png,Hurricanes
University of Michigan - Ann Arbor,Ann Arbor,MI,www.umich.edu,http://vpcomm.umich.edu/assets/brand/home/logo.png,Wolverines
University of Minnesota - Twin Cities,Minneapolis,MN,www1.umn.edu/twincities/index.php,https://upload.wikimedia.org/wikipedia/commons/6/6d/University_of_Minnesota_wordmark.png,Golden Gophers
University of Mississippi,University,MS,www.olemiss.edu,https://ahc-assets-website-wsp.s3.amazonaws.com/Univeristy%20of%20Mississippi.png,The Bears
University of Missouri - Columbia,Columbia,MO,www.missouri.edu,http://www.mhpc.missouri.edu/layout/images/logos/MU_UniversitySig_vert_RGB.png,Tigers
University of Mobile,Mobile,AL,www.umobile.edu,https://umportal.umobile.edu/ICS/icsfs/mm/201_nations_logo_with_tagline.png?target=9eb0e433-0f62-4c17-8fb1-70efccadf4f0,Rams
University of Montevallo,Montevallo,AL,www.montevallo.edu,http://www.montevallo.edu/assets/2014/04/Logo_V.jpg,Falcons
University of Mount Olive,Mount Olive,NC,www.moc.edu,https://www.umo.edu/sites/default/files/umo_tall_rgb.jpg,Trojans
University of Mount Union,Alliance,OH,www.mountunion.edu,https://upload.wikimedia.org/wikipedia/en/0/0c/Mount_Union_logo.png,Purple Raiders
University of Nebraska - Lincoln,Lincoln,NE,www.unl.edu,http://www.unl.edu/images/aboutunl/big10logos/svg/logo-nebraska.svg,Huskers
University of Nevada - Las Vegas,Las Vegas,NV,www.unlv.edu,http://www.unr.edu/Images/news/2015/Aug/Nevada%20official%20logo_350.jpg,Wolfpack
University of Nevada - Reno,Reno,NV,www.unr.edu,http://www.unr.edu/Images/news/2015/Aug/Nevada%20official%20logo_350.jpg,Wolfpack
University of New England,Biddeford,ME,WWW.UNE.EDU,http://soap.siteturbine.com/siteturbine/shared_pages/thumbnail.gif?url=http%3A%2F%2Fgsbs.siteturbine.com%2Fuploaded_files%2Fgsbs.umaine.edu%2Fimages%2Fune.gif&maxWidth=300&maxHeight=155&stretch=1,Nor'easters
University of New Hampshire,Durham,NH,www.unh.edu,http://www.unh.edu/cpa/images/logos/CenterStackedBlueDigital_RGB.png,Wildcats
University of New Mexico,Albuquerque,NM,www.unm.edu,http://auctionsouthwest.com/wp-content/uploads/2011/01/UNM-logo-2.jpg,Lobos
University of New Orleans,New Orleans,LA,www.uno.edu,http://odk.org/wp-content/uploads/2014/05/new-orleans1.jpg,Privateers
